     n, heap_cmp, heap_swaps, heap_time
  1011,    47787,       9224,       103
  1012,    47769,       9210,       106
  1013,    47885,       9232,       103
  1014,    47865,       9227,       104
  1015,    47904,       9238,       103
  1016,    48045,       9270,       105
  1017,    48064,       9270,       104
  1018,    48064,       9267,       104
  1019,    48263,       9309,       104
  1020,    48275,       9315,       108
  1021,    48232,       9294,       104
  1022,    48289,       9311,       105
  1023,    48371,       9324,       105
  1024,    48555,       9373,       105
  1025,    48452,       9347,       107
  1026,    48435,       9338,       109
  1027,    48544,       9357,       105
  1028,    48600,       9373,       105
  1029,    48546,       9359,       104
  1030,    48646,       9374,       106
  1031,    48733,       9391,       107
  1032,    48924,       9438,       106
  1033,    48944,       9442,       110
  1034,    48998,       9448,       107
  1035,    49135,       9480,       150
  1036,    49145,       9484,       113
  1037,    49088,       9466,       112
  1038,    49230,       9499,       111
  1039,    49248,       9500,       110
  1040,    49341,       9521,       111
  1041,    49360,       9519,       142
  1042,    49469,       9546,       110
  1043,    49399,       9529,       110
  1044,    49543,       9557,       110
  1045,    49585,       9561,       110
  1046,    49601,       9562,       109
  1047,    49650,       9569,       117
  1048,    49757,       9593,       116
  1049,    49821,       9605,       111
  1050,    49813,       9601,       111
  1051,    49905,       9624,       110
  1052,    50015,       9641,       110
  1053,    49963,       9636,       110
  1054,    50077,       9659,       111
  1055,    50188,       9677,       111
  1056,    50213,       9685,       110
  1057,    50188,       9679,       110
  1058,    50277,       9695,       110
  1059,    50478,       9747,       110
  1060,    50433,       9726,       110
  1061,    50484,       9732,       110
  1062,    50535,       9742,       110
  1063,    50647,       9774,       110
  1064,    50692,       9775,       110
  1065,    50703,       9779,       111
  1066,    50816,       9806,       110
  1067,    50855,       9811,       111
  1068,    50901,       9819,       109
  1069,    50960,       9833,       110
  1070,    50942,       9825,       110
  1071,    51090,       9856,       111
  1072,    51101,       9851,       112
  1073,    51306,       9903,       111
  1074,    51228,       9885,       111
  1075,    51316,       9906,       111
  1076,    51499,       9942,       111
  1077,    51347,       9903,       112
  1078,    51483,       9929,       111
  1079,    51544,       9945,       111
  1080,    51624,       9966,       112
  1081,    51604,       9959,       112
  1082,    51688,       9969,       113
  1083,    51854,      10012,       112
  1084,    51669,       9961,       112
  1085,    51738,       9975,       112
  1086,    51801,       9988,       112
  1087,    51929,      10017,       113
  1088,    51972,      10030,       113
  1089,    52095,      10059,       113
  1090,    52124,      10064,       113
  1091,    52066,      10047,       113
  1092,    52118,      10056,       113
  1093,    52217,      10073,       112
  1094,    52314,      10097,       112
  1095,    52355,      10097,       113
  1096,    52369,      10098,       114
